pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Emilia-Romagna;2016;I92J09000020004;null;Regionale;COMUNE DI PARMA;162210348;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;8034027;ITD52;Regionale;OPERE DI RISANAMENTO CONSERVATIVOE RIQUALIFICAZIONE DEL CENTRO CIVICO DI FOGNANO;RISANAMENTO CONSERVATIVO E RIQUALIFICAZIONE;Mq;708.000,00;5;8;SOCIALI E SCOLASTICHE;999;ALTRE OPERE DI EDILIZIA SOCIALE;null;No;708.000,00;489.121,64;317.283,31;Si;300.000,00;40,21;N;null;708,00;708,00;null;null;null;Si;null;null;null;Si;Si;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2009;14/07/2009;null;CENTRO CIVICO DI FOGNANO;No;null;VIA CHIESA 2;99;Piano annuale interventi di manutenzione straordinaria;null;Art.4 c. 2 Lett. g);null;1,62E+27;44.7936737556285;10.3275896929393
Regione Lombardia;2016;B82B05000050004;null;null;COMUNE DI MILANO;1199250158;null;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;null;3015146;null;Regionale;Laboratorio di Quartiere di Ponte Lambro.;Laboratorio di Quartiere di Ponte Lambro.;Mq;2.638,90;5;10;null;999;null;null;No;7.684.429,53;4.503.638,18;2.711.254,59;Si;242.630,81;57,12;N;N;7.684.429,53;7.684.429,53;null;Si;null;Si;null;null;null;null;Si;null;null;null;No;No;null;null;In progetto per l'opera;No;No;2005;null;null;null;Si;null;null;null;null;null;Art.4 c. 2 Lett. g);2;null;45.4684450808024;9.17291989229152
Regione Puglia;2016;I33F06000040004;null;Regionale;COMUNE DI RACALE;81001290758;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;16075063;ITF45;Regionale;Impianto natatorio comunale.;Realizzazione di un impianto natatorio comunale.;Mq;3.000,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45212170-8;No;1.796.000,00;1.796.000,00;1.255.666,00;Si;1.000.000,00;44,91;null;null;1.796,00;1.796,00;null;null;null;Si;null;null;null;Si;No;No;No;No;No;Si;null;null;In progetto per l'opera;No;null;2006;27/07/2006;27/06/2006;null;No;null;null;99;Impianto natatorio;Impianto natatorio;Art.4 c. 2 Lett. g);null;8,10E+31;39.9609678455176;18.0686080412435
Regione Abruzzo;2016;G23B07000120008;null;Regionale;AZIENDA SANITARIA LOCALE DI PESCARA;1397530682;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;13068028;null;Regionale;Ristrutturazione Reparto di Neonatologia del Presidio Ospedaliero di Pescara;RISTRUTTURAZIONE REPARTO DI NEONATOLOGIA DEL P.O. DI PESCARA;Mq;754,00;5;30;SANITARIE;111;STRUTTURE OSPEDALIERE;45454000-4;No;1.057.538,00;627.786,68;305.543,78;No;null;48,67;N;null;1.057,54;1.057,54;Si;Si;null;null;Si;null;null;null;Si;null;null;null;Si;No;null;null;In progetto per l'opera;No;null;2007;21/02/2012;null;PRESIDIO OSPEDALIERO DI PESCARA;No;null;VIA FONTE ROMANA;99;Legge 67/88 - art. 20;null;Art.4 c. 2 Lett. e);null;1,40E+29;42.4560126750712;14.2032946323651
Regione Abruzzo;2016;D68G01000000001;null;Regionale;COMUNE DI PRATOLA PELIGNA;173390667;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;13066075;ITF11;Regionale;"Realizzazione di una palestra multiuso e opere annesse in localit??? ""Spinelle"" Pratola Peligna (AQ)";COSTRUZIONE;Mq;4.000,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;null;No;1.299.549,00;895.651,20;895.651,20;Si;800.000,00;52,82;null;null;1.299,55;1.299,55;Si;null;null;null;null;null;null;Si;No;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2001;21/04/2005;null;PALAZZETTO DELLO SPORT;No;null;VIA FONTE S. ANGELO, LOC. SPINELLE;99;Programma Triennale LL.PP. 2001-2002-2003;null;Art.4 c. 2 Lett. g);null;1,73E+27;42.0990936288624;13.8970270489993
Provincia aut. di TRENTO;2016;D64B13000670007;null;Regionale;Comune di Trento - Servizio Attivit??? Edilizia;355870221;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;4022205;ITD20;Regionale;Sala Commiato Laico e nuovi loculi ossari sul lato sud-est del Cimitero di Trento - p.ed. 1710/2 del C.C. Trento (opera 3324);REALIZZAZIONE LOCULI SUD-EST E SALA FUNERALI LAICI;Mc;5.920,00;5;30;SANITARIE;999;ALTRE OPERE DI EDILIZIA SANITARIA;98371000-4;No;2.975.000,00;1.864.802,27;381.372,53;No;null;20,45;N;null;2.975,00;2.975,00;null;null;Si;Si;null;null;null;No;No;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2013;09/12/2013;null;CIMITERO DI TRENTO. REALIZZAZIONE LOCULI SUD-EST E SALA FUNERALI LAICI;No;null;VIA GIUSTI;99;PEG 2013;CAPITOLO 43365;Art.4 c. 2 Lett. g);null;3,56E+27;46.0614988453362;11.1107253699434
Provincia aut. di TRENTO;2016;H61E08000070003;null;Regionale;Opera Universitaria di Trento;80003390228;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;4022205;null;Regionale;Lavori di ristrutturazione  per realizzazione Centro Risorse in via Prepositura n. 26-28 a Trento;LAVORI DI RISTRUTTURAZIONE  PER REALIZZAZIONE CENTRO RISORSE IN VIA PREPOSITURA N. 26-28 A TRENTO;Mq;302,00;5;8;SOCIALI E SCOLASTICHE;999;ALTRE OPERE DI EDILIZIA SOCIALE;45454100-5;No;450.360,00;207.611,00;8.147,00;No;null;3,92;N;null;450,36;450,36;null;null;Si;null;null;null;null;No;No;No;No;Si;No;No;null;null;In progetto per l'opera;No;null;2008;31/03/2016;null;CENTRO RISORSE IN VIA PREPOSITURA N. 26-28 A TRENTO;No;null;VIA PREPOSITURA N. 26-28;0;null;null;Art.4 c. 2 Lett. g);null;8,00E+31;46.0614988453362;11.1107253699434
Regione Abruzzo;2016;C56H76000000002;null;Regionale;CONSORZIO DI BONIFICA INTERNO BACINO ATERNO E SAGITTARIO;92012520661;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;13066071;null;Regionale;Lavori di riordino dell'irigazione in territorio del Comune di Pettorano sul Gizio finanziato dalla Regione Abruzzo con delibera di concessione  n.7920 del 30.12.1976;LAVORI DI RIORDINO DELL'IRRIGAZIONE IN TERRITORIO DEL COMUNE DI PETTORANO SUL GIZIO;Ml;2.719.897,00;2;15;RISORSE IDRICHE;999;ALTRE OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;45332200-5;No;433.819,00;241.910,48;1.719.897,08;Si;1.000.000,00;138,49;N;null;516,46;516,46;null;Si;null;null;null;null;null;Si;null;null;null;null;No;Si;null;null;In progetto per l'opera;Si;Si;1976;29/03/2014;null;LAVORI DI RIORDINO DELL'IRRIGAZIONE IN TERRITORIO DEL COMUNE DI PETTORANO SUL GIZIO;No;null;VIA TENIMENTO IRRIGUO DI PETTORANO SUL GIZIO;0;null;DELIBERAZIONE DELLA GIUNTA REGIONALE D'ABRUZZO N.7929 DEL 30.12.1976;Art.4 c. 2 Lett. a);null;9,20E+31;41.9673792436133;13.9470583102492
Regione Abruzzo;2016;B46J86000000005;null;Regionale;Istituto Zooprofilattico Sperimentale Abruzzo Moli;80006470670;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;99;ALTRO;13067041;null;Regionale;lavosri di costruzione del I??? lotto della nuova sede dell'Istituto in C.da Gattia;REALIZZAZIONE NUOVA SEDE IN CONTRADA GATTIA;Mq;694.914,00;6;40;OPERE E INFRASTRUTTURE PER LA RICERCA;157;LABORATORI ATTREZZATI PER LA RICERCA;45214600-6;No;694.914,00;694.914,00;694.914,00;No;null;100;N;null;694,91;694,91;null;null;null;null;Si;null;null;No;Si;No;Si;No;No;No;null;null;Alternativa per l'opera;No;null;1986;18/09/2013;18/09/1986;REALIZZAZIONE NUOVA SEDE IN CONTRADA GATTIA;No;null;VIA CONTRADA GATTIA;99;FONDI PROPRI;L'OPERA ??? STATA REALIZZATA SOLO PARZIALMENTE PER UN SAL CON FONDI PROPRI E POI BLOCCATA PER ERRORI PROGETTUALI. AL MOMENTO NEESSUNA ALTRA DESTINAZIONE USO;Art.4 c. 2 Lett. a);null;8,00E+31;42.6582718311391;13.7106714718376
Regione Abruzzo;2016;F76D97000010001;null;Regionale;A.T.E.R. Chieti;91910695;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;99;ALTRO;13069022;null;Regionale;PROG. 187 - Completamento dell'ex sede I.A.C.P. da destinare a casa degli studenti universitari con particolare attenzione ai disabili e paraplegici con relativi servizi ed attrrezzature collettive.;LAVORI EDILI, IMPIANTI TECNOLOGICI E ARREDO,;Mc;6.768,00;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45000000-7;No;4.547.479,01;1.977.176,29;1.977.175,47;Si;448.000,00;81,53;N;null;2.174,89;2.174,89;Si;null;null;null;null;null;null;Si;null;null;null;null;Si;No;null;null;In progetto per l'opera;No;null;1997;30/03/2017;null;"COMPLETAMENTO IMMOBILE DELL'EX SEDE I.A.C.P. DA DESTINARE A ""CASA DEGLI STUDENTI UNIVERSITARI CON PARTICOLARE ATTENZIONE AI DISABILI E PARAPLEGICI"".";No;null;VIA GRAN SASSO;99;PROGRAMMA QUADRIENNALE DI E.R.P.;null;Art.4 c. 2 Lett. b);null;9,19107E+14;42.3586418226369;14.1626252228487
Regione Abruzzo;2016;I41B16000110005;null;Regionale;COMUNE DI CASTILENTI;81000270678;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;13067014;ITF12;Regionale;Intesa Istituzionale di Programma Regione Abruzzo Governo della Repubblica. Accordo di Programma Quadro sottoscritto in data 20/12/02 in materia di beni e attivit??? culturali: ACCORDO INTEGRATIVO  CIPE 36702 ??? Intervento : ???Completamneto recupero Palazzo De Sterlich ??? ??? Importo totale  del progetto ??? 300.000,00 (??? 250.000,00 del CIPE n??? 36/2002 ??? 50.000,00: cofinanziamento Ente concessionario). Determina-zione  n. DM8/153 del 14 Aprile 2004.;?COMPLETAMNETO RECUPERO PALAZZO DE STERLICH ?;vn;10,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45400000-1;No;300.000,00;206.000,00;206.000,00;Si;30.000,00;87,29;N;null;300,00;300,00;null;null;null;null;Si;null;null;Si;No;No;No;No;Si;Si;ATTIVITA' COMMERCIALE;null;Alternativa per l'opera;No;null;2016;05/05/2016;null;PALAZZO DE STERLICH;No;null;VIA DUCA DEGLI ABRUZZI;0;null;null;Art.4 c. 2 Lett. c);null;8,10E+31;42.5355897535094;13.9413374710066
Regione Abruzzo;2016;E71I08000000004;null;Regionale;COMUNE DI CHIETI;98000698;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;13069022;ITF14;Regionale;LAVORI DI REALIZZAZIONE DI UN TUNNEL PEDONALE DI COLLEGAMENTO TERMINAL-LARGO BARBELLA;REALIZZAZIONE TUNNEL PEDEONALE;Ml;150,00;1;5;TRASPORTO URBANO;999;ALTRI TRASPORTI URBANI;null;No;2.760.000,00;2.112.819,62;2.042.670,91;Si;424.526,58;80,5;N;null;2.760,00;2.760,00;null;null;null;Si;null;null;null;null;null;null;Si;null;No;No;null;null;In progetto per l'opera;Si;No;2008;13/11/2008;23/10/2014;TUNNEL PEDONALE;No;null;VIA TERMINAL PIAZZA BARBELLA;99;PROGRAMMA TRIENNALE OO.PP.;null;Art.4 c. 2 Lett. d);null;9,80007E+14;42.3586418226369;14.1626252228487
Regione Abruzzo;2016;G23B06000090008;null;Regionale;AZIENDA SANITARIA LOCALE DI PESCARA;1397530682;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;13068028;null;Regionale;Ristrutturazione del Reparto Materno Infantile del P.O. di Pescara;RISTRUTTURAZIONE DEL REPARTO MATERNO INFANTILE DEL P.O. DI PESCARA;Mq;3.084,00;5;30;SANITARIE;111;STRUTTURE OSPEDALIERE;45454000-4;No;3.346.640,71;2.924.065,38;2.490.981,84;Si;433.083,54;74,2;N;null;3.346,64;3.346,64;Si;Si;null;null;Si;null;null;null;Si;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2006;21/02/2012;null;PRESIDIO OSPEDALIERO DI PESCARA;No;null;VIA FONTE ROMANA;99;LEGGE 67/88 - ART. 20;null;Art.4 c. 2 Lett. e);null;1,40E+29;42.4560126750712;14.2032946323651
Regione Abruzzo;2016;D53C07000040007;null;Regionale;Comune di Sulmona;181820663;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;4;RISTRUTTURAZIONE;13066098;null;Regionale;Realizzazione di un sistema museale territoriale nel complesso della S.S. Annunziata;REALIZZAZIONE SISTEMA MUSEALE TERRITORIALE NEL COMPLESSO DELLA SS. ANNUNZIATA - RISTRUTTURAZIONE E ADEGUAMENTO EDIFICIO;Mq;500,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;97;MUSEI ARCHIVI E BIBLIOTECHE;null;No;270.000,00;153.101,89;91.993,00;No;null;60,09;N;null;270,00;270,00;Si;Si;null;Si;null;null;null;null;Si;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;2007;02/07/2007;null;MUSEO PALAZZO SS. ANNUNZIATA;No;null;PIAZZA SS. ANNUNZIATA;1;APQ - QUARTO ATTO INTEGRATIVO BENI CULTURALI - DELIBERA CIPE 35/2005;null;Art.4 c. 2 Lett. e);null;1,82E+27;42.0655413458925;13.9343841312456
Regione Abruzzo;2016;F31B74000000001;null;Regionale;Comune Cortino;80004350676;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;13067022;ITF12;Regionale;Strada di collegamento dalla frazione Macchiatornella alla frazione Altovia nel 1974 e mai ultimata;LAVORI NECESSARI PER COLLEGARE DUE FRAZIONI DOTATE DI STRADE DI ACCESSO SENZA USCITA;Ml;3.000,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1.081.567,01;1.081.567,01;1.081.567,01;Si;1.081.567,01;50;N;null;1.081,57;1.081,57;Si;null;null;null;null;null;null;No;No;Si;No;No;Si;No;null;null;In progetto per l'opera;Si;Si;1974;31/03/2017;31/12/1974;STRADA DI COLLEGAMENTO DALLA FRAZIONE MACCHIATORNELLA ALLA FRAZIONE ALTOVIA INIZIATA NEL 1974 E MAI ULTIMATA;No;null;FRAZIONE MACCHIATORNELLA;0;null;null;Art.4 c. 2 Lett. e);null;8,00E+31;42.6288661706876;13.4980772148627
Regione Abruzzo;2016;G29H96000000008;null;Regionale;AZIENDA SANITARIA LOCALE DI PESCARA;1397530682;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;13068028;null;Regionale;Realizzazione del Nuovo Distretto Sanitario di Base e Poiambulatorio di Pescara Sud;REALIZZAZIONE DEL NUOVO DISTRETTO SANITARIO DI BASE E POLIAMBULATORIO DI PESCARA SUD;Mq;1.250,00;5;30;SANITARIE;150;ALTRI PRESIDI SANITARI TERRITORIALI;45200000-9;No;1.291.142,25;784.421,40;220.580,99;Si;724.405,36;14,62;N;null;1.291,14;1.291,14;Si;Si;null;null;Si;null;null;null;Si;null;null;null;Si;Si;null;null;In progetto per l'opera;No;null;1996;22/02/2012;null;DISTRETTO SANITARIO DI BASE DI PESCARA SUD;No;null;VIA RIO SPARTO;99;Legge 67/88 - art. 20;null;Art.4 c. 2 Lett. e);null;1,40E+29;42.4560126750712;14.2032946323651
Regione Abruzzo;2016;F67B02000140004;null;Regionale;COMUNE DI GIULIANOVA;114930670;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;13067025;ITF12;Regionale;REALIZZAZIONE SERBATOIO SEMINTERRATO PER L'APPROVVIGIONAMENTO IDRICO DI NUOVA ZONA DI URBANIZZAZIONE IN GIULIANOVA LIDO;COSTRUZIONE NUOVO SERBATOIO IDRICO DELLA CAPACIT? DI 2000 MC A SERVIZIO DELLA ZONA NORD DI GIULIANOVA;por;856.650,00;2;15;RISORSE IDRICHE;120;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;null;No;556.650,00;556.650,00;77.132,00;Si;300.000,00;9;N;null;556,65;556,65;null;null;null;Si;null;null;null;Si;No;No;No;No;Si;No;null;null;In progetto per l'opera;Si;Si;2002;31/03/2016;null;REALIZZAZIONE SERBATOIO SEMINTERRATO PER L?APPROVVIGIONAMENTO IDRICO DI NUOVA ZONA DI URBANIZZAZIONE IN GIULIANOVA LIDO;No;null;VIA ZONA COSTA VERDE;99;PROGRAMMA TRIENNALE OO.PP. 2002/2004;null;Art.4 c. 2 Lett. e);null;1,15E+27;42.7410330402997;13.9412130420729
Regione Abruzzo;2016;I49J16000130005;null;Regionale;COMUNE DI CASTILENTI;81000270678;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;3;RECUPERO;13067014;ITF12;Regionale;REALIZZAZIONE NUOVO CIMITERO;COMPLETAMENTO TRASFERIMENTO SALME DAL VECCHIO AL NUOVO CIMITERO E RESTAURO EX CIMITERO;Mq;200.000,00;5;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45400000-1;No;503.000,00;503.000,00;503.000,00;Si;200.000,00;71,55;N;null;200,00;200,00;null;null;null;null;Si;null;null;Si;No;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2016;05/05/2016;null;REALIZZAZIONE NUOVO CIMITERO;No;null;VIA CONVENTO;0;null;null;Art.4 c. 2 Lett. g);null;8,10E+31;42.5355897535094;13.9413374710066
Regione Basilicata;2016;G44B81000000006;null;null;COMUNE DI CARBONE;82000590768;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;17076019;ITF51;Regionale;SCUOLA MEDIA;COSTRUZIONE SCUOLA MEDIA IN VIA TRIESTE DI CARBONE;Mc;2.500,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;45000000-7;Si;329.398,00;270.000,00;270.000,00;Si;1.000.000,00;21,26;N;N;329,40;329,40;No;Si;No;No;No;No;No;Si;No;No;No;Si;No;Si;null;null;Alternativa per l'opera;No;null;1981;07/10/2013;null;null;Si;null;null;null;null;null;Art.4 c. 2 Lett. f);null;null;40.1336610462906;16.0730667743357
Regione Abruzzo;2016;J53D98000000001;null;Regionale;COMUNE DI CELLINO ATTANASIO;81000350678;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;99;ALTRO;13067015;ITF12;Regionale;ex legge regiuonale n.27/93 Scheda n.P2-B PTTAA 1994/1996 Bonifica dIscarica Rifiuti Solidi Urbani.;BONIFICA DISCARICA RSU IN LOC. FONTELUCCI;Mc;30.000,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;90533000-2;No;78.096,00;47.211,00;47.211,00;Si;30.885,00;60,45;N;null;154,94;154,94;Si;null;null;null;null;null;null;No;Si;No;No;No;No;No;null;null;In progetto per l'opera;No;null;1998;27/09/2013;null;PTTA 1994/1996 SCHEDA P2B L.R.27/93-BONIFICA DISCARICA RSU;No;null;VIA FONTELUCCI;0;null;null;Art.4 c. 2 Lett. g);null;8,10E+31;42.5866139378128;13.8564773009249
Regione Abruzzo;2016;C16H77000000001;null;Regionale;CONSORZIO DI BONIFICA INTERNO BACINO ATERNO E SAGITTARIO;92012520661;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;13066066;null;Regionale;Lavori di adeguamento e completamento dell'irrigazione nel subcomprensorio Pacentro-Sulmona - Progetto PS/23/50383;LAVORI DI ADEGUAMENTO E COMPLETAMENTO DELL'IRRIGAZIONE NEL SUB-COMPRENSORIO PACENTRO-SULMONA - PROGETTO PS/23/50383;Ml;517.639,00;2;15;RISORSE IDRICHE;999;ALTRE OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;45332200-5;No;3.617.639,00;1.714.490,00;1.714.490,00;Si;1.500.000,00;53,34;N;null;3.617,64;3.617,64;Si;null;null;null;null;null;null;Si;null;null;null;null;No;Si;null;null;In progetto per l'opera;No;null;1977;29/03/2014;null;LAVORI DI ADEGUAMENTO E COMPLETAMENTO DELL'IRRIGAZIONE NEL SUB-COMPRENSORIO PACENTRO-SULMONA PROGETTO PS/23/50383;No;null;LOCALIT? PACENTRO, SULMONA E PETTORANO SUL GIZIO;0;null;DELIBERAZIONE DEL CONSIGLIO DI AMMINISTRAZIONE DELLA CASSA PER IL MEZZOGIORNO N.7328 DEL 29.12.1977;Art.4 c. 2 Lett. g);null;9,20E+31;42.0549752832501;14.0274124200245
Regione Basilicata;2016;E45B01000000002;null;null;AMM.NE COMUNALE DI FERRANDINA;80000550774;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;17077008;null;Regionale;Lavori di recupero immobili comunali nel centro storico da destinare ad alloggi di E.R.P.;recupero immobili comunali nel centro storico da destinare ad alloggi di E.R.P.;Mq;130,00;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45450000-6;No;160.000,00;127.306,63;82.130,00;Si;100.000,00;36,13;N;N;160,00;160,00;No;Si;No;No;No;No;No;No;No;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2001;31/03/2014;null;null;No;null;null;null;null;null;Art.4 c. 2 Lett. g);null;null;40.4781320593966;16.4297168187091
Regione Abruzzo;2016;I97H07000900005;null;Regionale;RUZZO RETI S.P.A.;1522960671;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;58;AMPLIAMENTO;13067028;null;Regionale;AMPLIAMENTO ED ADEGUAMENTO IMPIANTO DI DEPURAZIONE E REALIZZAZIONE TRATTO DI FOGNA IN LOCALITA' DEL COMUNE DI MONTORIO AL VOMANO;AMPLIAMENTO DI RETE FOGNANTE E DI IMPIANTO DI DEPURAZIONE;nu;600,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;109;IMPIANTI DEPURAZIONE ACQUE;null;No;150.000,00;69.107,50;68.000,00;Si;100.000,00;40,21;N;null;150,00;150,00;null;null;null;null;Si;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;Si;Si;2007;26/09/2013;null;AMPLIAMENTO ED ADEGUAMENTO IMPIANTO DI DEPURAZIONE E REALIZZAZIONE TRATTO DI FOGNA IN LOCALITA' CUSCIANO DEL COMUNE DI MONTORIO AL VOMANO;No;null;VIA LOC. CUSCIANO;0;null;null;Art.4 c. 2 Lett. g);null;1,52E+29;42.5854186234971;13.6287349174735
