pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Abruzzo;F76D97000010001;Regionale;A.T.E.R. Chieti;91910695;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;ALTRO;Regionale;PROG. 187 - Completamento dell'ex sede I.A.C.P. da destinare a casa degli studenti universitari con particolare attenzione ai disabili e paraplegici con relativi servizi ed attrrezzature collettive.;LAVORI EDILI, IMPIANTI TECNOLOGICI E ARREDO,;Mc;6768;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;45000000-7;No;4547479.01;1977176.29;1977175.47;Si;448000;81.53;N;null;2174.89;2174.89;Statale;Mancanza fondi;1997;30/03/2017;null;"COMPLETAMENTO IMMOBILE DELL'EX SEDE I.A.C.P. DA DESTINARE A ""CASA DEGLI STUDENTI UNIVERSITARI CON PARTICOLARE ATTENZIONE AI DISABILI E PARAPLEGICI"".";VIA GRAN SASSO;42.3586418226369;14.1626252228487
Abruzzo;I41B16000110005;Regionale;COMUNE DI CASTILENTI;81000270678;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Intesa Istituzionale di Programma Regione Abruzzo Governo della Repubblica. Accordo di Programma Quadro sottoscritto in data 20/12/02 in materia di beni e attivit??? culturali: ACCORDO INTEGRATIVO  CIPE 36702 ??? Intervento : ???Completamneto recupero Palazzo De Sterlich ??? ??? Importo totale  del progetto ??? 300.000,00 (??? 250.000,00 del CIPE n??? 36/2002 ??? 50.000,00: cofinanziamento Ente concessionario). Determina-zione  n. DM8/153 del 14 Aprile 2004.;COMPLETAMENTO RECUPERO PALAZZO DE STERLICH;vn;10;11;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45400000-1;No;300000;206000;206000;Si;30000;87.29;N;null;300;300;Altro;Mancanza fondi;2016;05/05/2016;null;PALAZZO DE STERLICH;VIA DUCA DEGLI ABRUZZI;42.5355897535094;13.9413374710066
Abruzzo;E71I08000000004;Regionale;COMUNE DI CHIETI;98000698;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI REALIZZAZIONE DI UN TUNNEL PEDONALE DI COLLEGAMENTO TERMINAL-LARGO BARBELLA;REALIZZAZIONE TUNNEL PEDEONALE;Ml;150;5;TRASPORTI URBANI;999;TRASPORTI URBANI;null;No;2760000;2112819.62;2042670.91;Si;424526.58;80.5;N;null;2760;2760;Comunale;Fallimento liq. coatta;2008;13/11/2008;23/10/2014;TUNNEL PEDONALE;VIA TERMINAL PIAZZA BARBELLA;42.3586418226369;14.1626252228487
Abruzzo;G23B06000090008;Regionale;AZIENDA SANITARIA LOCALE DI PESCARA;1397530682;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Ristrutturazione del Reparto Materno Infantile del P.O. di Pescara;RISTRUTTURAZIONE DEL REPARTO MATERNO INFANTILE DEL P.O. DI PESCARA;Mq;3084;30;STRUTTURE OSPEDALIERE;111;STRUTTURE OSPEDALIERE;45454000-4;No;3346640.71;2924065.38;2490981.84;Si;433083.54;74.2;N;null;3346.64;3346.64;Statale,Regionale,Altro;Cause tecniche;2006;21/02/2012;null;PRESIDIO OSPEDALIERO DI PESCARA;VIA FONTE ROMANA;42.4560126750712;14.2032946323651
Abruzzo;D53C07000040007;Regionale;Comune di Sulmona;181820663;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;Realizzazione di un sistema museale territoriale nel complesso della S.S. Annunziata;REALIZZAZIONE SISTEMA MUSEALE TERRITORIALE NEL COMPLESSO DELLA SS. ANNUNZIATA - RISTRUTTURAZIONE E ADEGUAMENTO EDIFICIO;Mq;500;11;MUSEI ARCHIVI E BIBLIOTECHE;97;MUSEI ARCHIVI E BIBLIOTECHE;null;No;270000;153101.89;91993;No;null;60.09;N;null;270;270;Statale,Regionale,Comunale;Cause tecniche;2007;02/07/2007;null;MUSEO PALAZZO SS. ANNUNZIATA;PIAZZA SS. ANNUNZIATA;42.0655413458925;13.9343841312456
Abruzzo;F31B74000000001;Regionale;Comune Cortino;80004350676;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Strada di collegamento dalla frazione Macchiatornella alla frazione Altovia nel 1974 e mai ultimata;LAVORI NECESSARI PER COLLEGARE DUE FRAZIONI DOTATE DI STRADE DI ACCESSO SENZA USCITA;Ml;3000;1;STRADE REGIONALI, PROVINCIALI E COMUNALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;null;No;1081567.01;1081567.01;1081567.01;Si;1081567.01;50;N;null;1081.57;1081.57;Statale;Soprav. Nuove norme;1974;31/03/2017;31/12/1974;STRADA DI COLLEGAMENTO DALLA FRAZIONE MACCHIATORNELLA ALLA FRAZIONE ALTOVIA INIZIATA NEL 1974 E MAI ULTIMATA;FRAZIONE MACCHIATORNELLA;42.6288661706876;13.4980772148627
Abruzzo;G29H96000000008;Regionale;AZIENDA SANITARIA LOCALE DI PESCARA;1397530682;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Realizzazione del Nuovo Distretto Sanitario di Base e Poiambulatorio di Pescara Sud;REALIZZAZIONE DEL NUOVO DISTRETTO SANITARIO DI BASE E POLIAMBULATORIO DI PESCARA SUD;Mq;1250;30;PRESIDI SANITARI TERRITORIALI;150;PRESIDI SANITARI TERRITORIALI;45200000-9;No;1291142.25;784421.4;220580.99;Si;724405.36;14.62;N;null;1291.14;1291.14;Statale,Regionale,Altro;Cause tecniche;1996;22/02/2012;null;DISTRETTO SANITARIO DI BASE DI PESCARA SUD;VIA RIO SPARTO;42.4560126750712;14.2032946323651
Abruzzo;F67B02000140004;Regionale;COMUNE DI GIULIANOVA;114930670;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE SERBATOIO SEMINTERRATO PER L'APPROVVIGIONAMENTO IDRICO DI NUOVA ZONA DI URBANIZZAZIONE IN GIULIANOVA LIDO;COSTRUZIONE NUOVO SERBATOIO IDRICO DELLA CAPACIT? DI 2000 MC A SERVIZIO DELLA ZONA NORD DI GIULIANOVA;por;856650;15;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;120;SERBATOI ED IMPIANTI DI SOLLEVAMENTO;null;No;556650;556650;77132;Si;300000;9;N;null;556.65;556.65;Comunale;Mancanza fondi;2002;31/03/2016;null;REALIZZAZIONE SERBATOIO SEMINTERRATO PER L?APPROVVIGIONAMENTO IDRICO DI NUOVA ZONA DI URBANIZZAZIONE IN GIULIANOVA LIDO;VIA ZONA COSTA VERDE;42.7410330402997;13.9412130420729
Abruzzo;I49J16000130005;Regionale;COMUNE DI CASTILENTI;81000270678;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RECUPERO;Regionale;REALIZZAZIONE NUOVO CIMITERO;COMPLETAMENTO TRASFERIMENTO SALME DAL VECCHIO AL NUOVO CIMITERO E RESTAURO EX CIMITERO;Mq;200000;11;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;96;RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI;45400000-1;No;503000;503000;503000;Si;200000;71.55;N;null;200;200;Altro;Mancanza fondi,Fallimento liq. coatta;2016;05/05/2016;null;REALIZZAZIONE NUOVO CIMITERO;VIA CONVENTO;42.5355897535094;13.9413374710066
Basilicata;G44B81000000006;null;COMUNE DI CARBONE;82000590768;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;SCUOLA MEDIA;COSTRUZIONE SCUOLA MEDIA IN VIA TRIESTE DI CARBONE;Mc;2500;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;45000000-7;Si;329398;270000;270000;Si;1000000;21.26;N;N;329.4;329.4;Regionale;Mancanza fondi,Mancato interesse;1981;07/10/2013;null;null;null;40.1336610462906;16.0730667743357
Abruzzo;J53D98000000001;Regionale;COMUNE DI CELLINO ATTANASIO;81000350678;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;ALTRO;Regionale;ex legge regiuonale n.27/93 Scheda n.P2-B PTTAA 1994/1996 Bonifica dIscarica Rifiuti Solidi Urbani.;BONIFICA DISCARICA RSU IN LOC. FONTELUCCI;Mc;30000;99;INFRASTRUTTURE;998;INFRASTRUTTURE;90533000-2;No;78096;47211;47211;Si;30885;60.45;N;null;154.94;154.94;Statale;Cause tecniche;1998;27/09/2013;null;PTTA 1994/1996 SCHEDA P2B L.R.27/93-BONIFICA DISCARICA RSU;VIA FONTELUCCI;42.5866139378128;13.8564773009249
Abruzzo;C16H77000000001;Regionale;CONSORZIO DI BONIFICA INTERNO BACINO ATERNO E SAGITTARIO;92012520661;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di adeguamento e completamento dell'irrigazione nel subcomprensorio Pacentro-Sulmona - Progetto PS/23/50383;LAVORI DI ADEGUAMENTO E COMPLETAMENTO DELL'IRRIGAZIONE NEL SUB-COMPRENSORIO PACENTRO-SULMONA - PROGETTO PS/23/50383;Ml;517639;15;OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;999;OPERE PER L'UTILIZZO DELLE RISORSE IDRICHE;45332200-5;No;3617639;1714490;1714490;Si;1500000;53.34;N;null;3617.64;3617.64;Statale;Mancanza fondi;1977;29/03/2014;null;LAVORI DI ADEGUAMENTO E COMPLETAMENTO DELL'IRRIGAZIONE NEL SUB-COMPRENSORIO PACENTRO-SULMONA PROGETTO PS/23/50383;LOCALIT? PACENTRO, SULMONA E PETTORANO SUL GIZIO;42.0549752832501;14.0274124200245
Basilicata;E45B01000000002;null;AMM.NE COMUNALE DI FERRANDINA;80000550774;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RECUPERO;Regionale;Lavori di recupero immobili comunali nel centro storico da destinare ad alloggi di E.R.P.;recupero immobili comunali nel centro storico da destinare ad alloggi di E.R.P.;Mq;130;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;45450000-6;No;160000;127306.63;82130;Si;100000;36.13;N;N;160;160;Regionale;Fallimento liq. coatta;2001;31/03/2014;null;null;null;40.4781320593966;16.4297168187091
Abruzzo;I97H07000900005;Regionale;RUZZO RETI S.P.A.;1522960671;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;AMPLIAMENTO;Regionale;AMPLIAMENTO ED ADEGUAMENTO IMPIANTO DI DEPURAZIONE E REALIZZAZIONE TRATTO DI FOGNA IN LOCALITA' DEL COMUNE DI MONTORIO AL VOMANO;AMPLIAMENTO DI RETE FOGNANTE E DI IMPIANTO DI DEPURAZIONE;nu;600;10;IMPIANTI DEPURAZIONE ACQUE;109;IMPIANTI DEPURAZIONE ACQUE;null;No;150000;69107.5;68000;Si;100000;40.21;N;null;150;150;Altro;Mancanza fondi;2007;26/09/2013;null;AMPLIAMENTO ED ADEGUAMENTO IMPIANTO DI DEPURAZIONE E REALIZZAZIONE TRATTO DI FOGNA IN LOCALITA' CUSCIANO DEL COMUNE DI MONTORIO AL VOMANO;VIA LOC. CUSCIANO;42.5854186234971;13.6287349174735
Abruzzo;I54E07000150005;Regionale;RUZZO RETI S.P.A.;1522960671;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;PROLUNGAMENTO FOGNA E REALIZZAZIONE FOSSA IMHOFF IN LOCALITA' BIVIO STAMPALLONE DEL COMUNE DI CELLINO ATTANASIO;NUOVA RETE FOGNANTE E FOSSA IMHOFF;Ml;743;10;RETI FOGNARIE;113;RETI FOGNARIE;null;No;95000;68322.67;66625;Si;120000;35.38;N;null;95;95;Altro;Soprav. Nuove norme;2007;26/09/2013;null;PROLUNGAMENTO FOGNA E REALIZZAZIONE FOSSA IMHOFF IN LOCALITA' BIVIO STAMPALLONE DEL COMUNE DI CELLINO ATTANASIO;VIA LOC. BIVIO STAMPALLONE;42.5866139378128;13.8564773009249
Abruzzo;D37H00000060005;Regionale;COMUNE DI LUCO DEI MARSI;189780661;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Centro Polivalente;CENTRO POLIFUNZIONELE - SALA TEATRO- SALE MULTIMEDIALI _ PUBBLICI UFFICI;Mq;1300;99;OPERE DI EDILIZIA PUBBLICA;999;OPERE DI EDILIZIA PUBBLICA;null;No;1962536.21;743404.89;743404.89;Si;1412105.95;34.49;N;null;2500.27;2500.27;Altro;Mancanza fondi;2000;07/04/2015;null;LAVORI DI COSTRUZIONE CENTRO POLIFUNZIONALE;VIA ALESSANDRO TORLONIA;41.9550481643119;13.4771179999691
Basilicata;H84B83000000004;null;COMUNE DI BERNALDA;81001090778;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Costruzione impianto natatorio;Realizzazione di un impianto natatorio coperto;Mq;2070;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45212212-5;No;616917;358172;244700;No;null;68.32;N;N;616.92;616.92;Comunale;Mancanza fondi,Soprav. Nuove norme,Mancato interesse;1983;26/09/2013;null;null;null;40.4091764864601;16.7622594683842
Abruzzo;G93G15001720006;Regionale;COMUNE DI ROCCARASO;82000150662;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;RAZIONALIZZAZIONE DELLE STRUTTURE SCOLASTICHE COMUNALI - LAVORI DI COMPLETAMENTO DELLA PALESTRA II LOTTO.;RAZIONALIZZAZIONE DELLE STRUTTURE SCOLASTICHE COMUNALI - LAVORI DI COMPLETAMENTO DELLA PALESTRA II LOTTO;Mq;729;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;45400000-1;No;1425129.58;1060885.3;568374.2;Si;650000;33.22;N;null;676.05;676.05;Regionale,Comunale;Mancanza fondi;2015;31/03/2016;null;PALESTRA COMUNALE;PIAZZA GIOCHI DELLA GIOVENTU';41.8373320414238;14.0781992773586
Abruzzo;h48f09000060002;Regionale;Comune di Loreto Aprutino;127900686;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;MANUTENZIONE STRAORDINARIA;Regionale;Prosecuzione ricerche archeologiche ed ampliamento esposizione parco archeologico Antiquarium Comunale - Lavori di completamento.;PROSECUZIONE RICERCHE ARCHEOLOGICHE, COMPLETAMENTO ED AMPLIAMENTO ESPOSIZIONE PARCO ARCHEOLOGICO;Mq;500;11;INTERVENTI IN AREE ARCHEOLOGICHE;95;INTERVENTI IN AREE ARCHEOLOGICHE;null;No;170000;128769.8;35530;No;null;27.59;N;null;170;170;Regionale;Cause tecniche;2009;27/01/2010;null;ANTIQUARIUM COMUNALE;VIA BAIO;42.4115444607355;13.9744101254059
Basilicata;G63G16000420002;null;COMUNE DI LAGONEGRO;229220769;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Regionale;COMPLETAMENTO POLIFUNZIONALE DI BASE LOCALITA' LAGO LAUDEMIO;COMPLETAMENTO DI NUOVA REALIZZAZIONE;Mq;2200;12;STRUTTURE RICREATIVE;999;STRUTTURE RICREATIVE;45454000-4;No;2700000;1700000;421258.74;No;null;24.78;N;A;2700;2000;Statale,Privato;Mancanza fondi;2016;31/03/2016;null;null;null;40.1577036646682;15.7766167476669
Abruzzo;I14E05000200007;Regionale;RUZZO RETI S.P.A.;1522960671;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE COLLETTORE PRINCIPALE E FOGNATURA URBANA ACQUE NERE A SERVIZIO DI VILLA ZACCHEO E CASE MOLINO;RETE FOGNARIA ACQUE NERE;Ml;1734.44;10;RETI FOGNARIE;113;RETI FOGNARIE;null;No;586481.54;309432.48;114905.19;Si;150000;25.01;N;null;586.48;586.48;Regionale,Altro;Cause tecniche;2005;26/09/2013;null;REALIZZAZIONE COLLETTORE PRINCIPALE E FOGNATURA URBANA ACQUE NERE A SERVIZIO DI VILLA ZACCHEO E CASE MOLINO;VIA CASE MOLINO;42.6662136426939;13.8367335127914
Abruzzo;H79H09000250007;Regionale;comune di montesilvano;193460680;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE POLO SCOLASTICO DI VILLA CARMINE;AFFIDAMENTO PROGETTAZIONE ESECUTIVA, REALIZZAZIONE OPERA, D.L.  CONTABILIT?, COORDINAMENTO SICUREZZA IN FASE DI ESECUZIONE, COLLAUDI, LE FORNITURE, ARREDI LOCAZIONE FINANZIARIA (LEASING IN COSTRUENDO);Mq;1250;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;2000000;1707400;416547;No;null;24.4;N;null;2000;2000;Altro;Mancanza fondi;2009;23/04/2010;null;POLO SCOLASTICO VILLA CARMINE;VILLA CARMINE;42.4933853833875;14.1418332725838
Umbria;F57E99000010002;Regionale;Comune di Norcia;null;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;null;Piano integrato di recupero in frazione Biselli per la riparazione di infrastrutture a rete;null;null;null;null;ALTRO;null;ALTRO;null;null;207206.49;167578.05;150723.44;Si;33709.22;74.9;null;null;null;null;null;Altro;null;null;null;null;null;42.7866847465017;13.1224675528643
Abruzzo;C45I87000000002;Regionale;COMUNE DI PESCOCOSTANZO;82000530665;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;RECUPERO;Regionale;RETE IDRICA INTEGRATIVA DAI POZZI PIZZO DI CODA PESCOCOSTANZO;RECUPERO E COMPLETAMENTO ACQUEDOTTO;Ml;3000000;15;OPERE PER LA CAPTAZIONE E ADDUZIONE DELL'ACQUA PER USI NON AGRICOLI O AD USO PLURIMO;112;OPERE PER LA CAPTAZIONE E ADDUZIONE DELL'ACQUA PER USI NON AGRICOLI O AD USO PLURIMO;null;No;750000;750000;600000;Si;2200000;20.34;N;null;2200;2200;Regionale;Cause tecniche;1987;31/03/2016;null;RETE IDRICA INTEGRATIVA DAI POZZI PIZZO DI CODA;VIA LOCALITA' PIZZO DI CODA;41.9184835830667;14.0565296456219
Abruzzo;H82I05000060001;Regionale;Comune di Loreto Aprutino;127900686;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;AMPLIAMENTO;Regionale;Prosecuzione ricerche archeologiche ed ampliamento esposizione parco archeologico Antiquarium Comunale - Lavori Principali.;PROSECUZIONER RICERCHE ARCHEOLOGICHE E AMPLIAMENTO ESPOSIZIONE;Mq;500;11;INTERVENTI IN AREE ARCHEOLOGICHE;95;INTERVENTI IN AREE ARCHEOLOGICHE;null;No;160000;72560.94;14070;No;null;19.39;null;null;160;160;Statale,Regionale,Comunale;Cause tecniche;2005;04/01/2007;null;ANTIQUARIUM;TERRITORIO COMUNALE;42.4115444607355;13.9744101254059
Abruzzo;I14E05000210007;Regionale;RUZZO RETI S.P.A.;1522960671;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE DI UN COLLETTORE FOGNARIO E DI UN IMPIANTO DI DEPURAZIONE CONSORTILE NEL COMUNE DI CASTELLALTO A SERVIZIO DEL NUCLEO INDUSTRIALE DI SANT'ATTO DI TERAMO E DELLE UTENZE CIVILI;NUOVA RETE FOGNANTE E IMPIANTO DI DEPURAZIONE;nu;30000;10;IMPIANTI DEPURAZIONE ACQUE;109;IMPIANTI DEPURAZIONE ACQUE;null;No;4087046.07;2871340.48;575267.78;Si;200000;18.73;N;null;4087.05;4087.05;Regionale,Altro;Cause tecniche,Mancato interesse;2005;26/09/2013;null;REALIZZAZIONE DI UN COLLETTORE FOGNARIO E DI UN IMPIANBTO DI DEPURAZIONE CONSORTILE NEL COMUNE DI CASTELLALTO A SERVIZIO DEL NUCLEO INDUSTRIALE DI TERAMO E DELLE UTENZE CIVILI;VIA LOC. CORDESCO;42.6662136426939;13.8367335127914
Abruzzo;H79H09000270007;Regionale;comune di montesilvano;193460680;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE POLO SCOLASTICO DI VIA INGHILTERRA;AFFIDAMENTO PROGETTAZIONE ESECUTIVA REALIZZAZIONE OPERA COMPRENSIVA DI DIREZIONE LAVORI,  CONTABILIT?, COORDINAMENTO PER LA SICUREZZA IN FASE DI ESECUZIONE, COLLAUDI, FORNITURE, ARREDI E LA LOCAZIONE FINANZIARIA (LEASING IN COSTRUENDO);Mq;1250;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;2000000;1707400;289445.1;No;null;16.95;N;null;2000;2000;Altro;Mancanza fondi;2009;23/04/2010;null;POLO SCOLASTICO DI VIA INGHILTERRA QUARTIERE PP1;VIA INGHILTERRA;42.4933853833875;14.1418332725838
Basilicata;J76C96000000002;null;Comune di San Fele;85000910761;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;RISTRUTTURAZIONE;Regionale;Recupero di n.6 alloggi in via Masaniello e Boccaccio art. 11 legge n. 179/92;Recupero di  due stabili nel centro storico da adibire a residenzialit??? pubblica;ne;6;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;45000000-7;No;413165;289560.9;133810.24;Si;255000;24.57;N;N;413.16;413.16;Regionale;Mancanza fondi,Soprav. Nuove norme,Fallimento liq. coatta;1996;13/03/2014;null;null;null;40.813843111303;15.5927447945074
Abruzzo;G96G16000060001;Nazionale;COMUNE DI ROSELLO;81002970697;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;ALTRO;Nazionale;recupero e completamento di impianto di depurazione in localit??? di Giuliopoli -Comune di Rosello (CH);IMPIANTO DI DEPURAZIONE ACQUE REFLUE;nu;3000;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;999;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;null;No;362000;287000;287000;Si;2123377;11.91;N;null;2123.38;2123.38;Statale;Cause tecniche,Soprav. Nuove norme;2016;30/03/2016;null;RECUPERO E COMPLETAMENTO DI IMPIANTO DI DEPURAZIONE;LOCALITA' GIULIOPOLI;41.8942139489584;14.3507020545142
Umbria;C97B99000000002;Regionale;Comune di Foligno;null;null;b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;null;null;Edificio di propriet??? comunale sito in loc. Li Attoni - Scopoli - Foligno - CUI:102000651146;null;null;null;null;ALTRO;null;ALTRO;null;null;1787563.41;954326.08;53557.14;null;0;0.056;null;null;null;null;null;Mancanza fondi;null;null;null;null;null;42.9767982318845;12.7909562826228
Abruzzo;C74E86000000001;Regionale;COMUNE DI SANT'EUSANIO DEL SANGRO;256160698;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Costruzione impianto di depurazione capologuo;REALIZZAZIONE DEPURATORE;nu;1250;10;IMPIANTI DEPURAZIONE ACQUE;109;IMPIANTI DEPURAZIONE ACQUE;45200000-9;No;63915.67;48395.63;25919.94;Si;739000;3.29;N;null;63.92;63.92;Statale;Mancanza fondi,Fallimento liq. coatta;1986;30/09/2013;null;IMPIANTO DI DEPURAZIONE CAPOLUOGO - FONTEPADULI;VIA SANTA LUCIA;42.157344402222;14.3567415326208
